Temmuz 2026;;;;;;;;;;;;;;;;;;
Marka Kodu;Tip Kodu;Marka Adı;Tip Adı;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012
90;2634;MERCEDES;EQB 350 4MATIC AMG FL;0;4803520;3607057;3426703;0;0;0;0;0;0;0;0;0;0;0
90;2635;MERCEDES;S 680 GUARD 4MATIC L;0;98375916;97986883;94423115;0;0;0;0;0;0;0;0;0;0;0
90;2636;MERCEDES;S 500 4MATIC L INSPIRATION;0;21110336;20003700;0;0;0;0;0;0;0;0;0;0;0;0
90;2637;MERCEDES;GLC 300 d 4 MATIC 269  AMG;9241000;8513547;7603304;0;0;0;0;0;0;0;0;0;0;0;0
90;2638;MERCEDES;EQB 260;0;0;3292847;3039337;0;0;0;0;0;0;0;0;0;0;0
90;2639;MERCEDES;G 580 EQ TECHNOLOGY EDITION ONE;0;13736999;13599630;0;0;0;0;0;0;0;0;0;0;0;0
90;2640;MERCEDES;MERCEDES-AMG G 63 PERFORMANCE;0;0;27586339;0;0;0;0;0;0;0;0;0;0;0;0
90;2641;MERCEDES;MERCEDES-AMG G 63 PERFORMANCE (W465);30448000;28321752;28149325;0;0;0;0;0;0;0;0;0;0;0;0
90;2642;MERCEDES;CLE 300 4MATIC CABRIO AMG;9406000;8921971;7460089;0;0;0;0;0;0;0;0;0;0;0;0
90;2643;MERCEDES;G 450D EDITION;0;0;19310438;0;0;0;0;0;0;0;0;0;0;0;0
90;2644;MERCEDES;GLB 200d 150 4MATIC DCT;0;0;0;0;0;3715620;0;0;0;0;0;0;0;0;0
90;2645;MERCEDES;GLA 220d 177 4MATIC 7G-DCT;0;0;0;0;0;0;0;0;0;0;0;0;0;1646091;0
90;2646;MERCEDES;S 580 4MATIC L 9G-TRONIC;0;0;21067099;20819825;20591786;0;0;0;0;0;0;0;0;0;0
90;2647;MERCEDES;MERCEDES-AMG E 43 S 4MATIC G-TRONIC (401);0;0;0;0;0;0;0;0;0;5570745;0;0;0;0;0
90;2648;MERCEDES;EQE 280 AMG;5930500;5621073;4462323;0;0;0;0;0;0;0;0;0;0;0;0
90;2649;MERCEDES;MERCEDES-AMG GT 43 (421);16675000;15230425;13420476;0;0;0;0;0;0;0;0;0;0;0;0
90;2650;MERCEDES;MERCEDES-AMG CLS 53 EQ BOOST 4MATIC;0;0;0;0;0;0;0;0;7499262;0;0;0;0;0;0
90;2651;MERCEDES;G 450D HERITAGE;22017000;20479189;19704527;0;0;0;0;0;0;0;0;0;0;0;0
90;2652;MERCEDES;G 500 EDITION;0;19213409;19021274;0;0;0;0;0;0;0;0;0;0;0;0
90;2653;MERCEDES;MERCEDES-AMG GT 63 4MATIC+;28640000;25129197;25079976;0;0;0;0;0;0;0;0;0;0;0;0
90;2654;MERCEDES;MERCEDES-AMG GLS 63 V8 FL;0;0;0;47439470;0;0;0;0;0;0;0;0;0;0;0
90;2655;MERCEDES;G 500 HERITAGE;23436000;21800031;20689754;0;0;0;0;0;0;0;0;0;0;0;0
90;2656;MERCEDES;EQB 250+ NIGHT EDITION FL;0;4161708;3167934;0;0;0;0;0;0;0;0;0;0;0;0
90;2657;MERCEDES;MERCEDES-AMG C 43 4MATIC ESTATE PERFORMANCE;8574000;7975351;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2658;MERCEDES;C 180 1.5 (170) LIMOUSINE 9G-TRONIC;0;0;0;3292248;0;0;0;0;0;0;0;0;0;0;0
90;2659;MERCEDES;G 580 HERITAGE;15715000;14576744;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2660;MERCEDES;MERCEDES-AMG A 45 S 4MATIC+ FINAL EDT;7058000;6961331;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2661;MERCEDES;MERCEDES-AMG CLA 45 S 4MATIC+ FINAL EDT;7481000;7416117;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2662;MERCEDES;MERCEDES-AMG CLA 45 S 4MATIC+ SB FINAL;7790000;7722437;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2663;MERCEDES;MERCEDES-AMG E 53 HYB 4MATIC+ PERFORMANCE;20839000;14981045;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2664;MERCEDES;MERCEDES-MAYBACH SL 680 MONOGRAM SERIES;38034000;35397763;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2665;MERCEDES;E 400 e 4MATIC;13409000;12195406;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2666;MERCEDES;GLB 250 4MATIC 2.0 224 G-DGT;0;0;0;0;0;4087181;0;0;0;0;0;0;0;0;0
90;2667;MERCEDES;MERCEDES-AMG CLE 53 4MATIC+ PERFORMANCE;13692000;12987711;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2668;MERCEDES;E 300 3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1679531
90;2669;MERCEDES;MERCEDES-AMG GT 63 PRO 4MATIC+;33191000;30891006;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2670;MERCEDES;MERCEDES-AMG CLE 53 4MATIC+ COUPE;14130000;12954974;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2671;MERCEDES;MERCEDES-AMG G 63 BRABUS 800;105777121;75447949;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2672;MERCEDES;CLA 350 4MATIC EDITION 1 AMG;4657600;4617204;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2673;MERCEDES;CLA 250+ EQ TECHNOLOGY;0;4225085;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2674;MERCEDES;GLS 450 4MATIC FL;0;0;33037932;0;0;0;0;0;0;0;0;0;0;0;0
90;2675;MERCEDES;MERCEDES-AMG C 43 4MATIC 9G-TRONIC;0;0;0;0;0;0;0;0;0;4061475;0;0;0;0;0
90;2676;MERCEDES;GLS 580 4MATIC;0;35189396;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2677;MERCEDES;A 250e PLUG-IN HYBRID 8G-DCT;0;0;0;3255041;0;0;0;0;0;0;0;0;0;0;0
90;2678;MERCEDES;E 250 CDI 4MATIC AMG;0;0;0;0;0;0;0;0;0;0;0;2554263;2408057;2340658;2236194
90;2679;MERCEDES;CLA 220 4MATIC AMG;4873000;4670731;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2680;MERCEDES;EQA 250+ NIGHT EDITION FL;4345000;4038779;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2681;MERCEDES;GLB 180 FL 1.33 163 7G-DCT PROGRESSIVE;0;0;0;3335401;0;0;0;0;0;0;0;0;0;0;0
90;2682;MERCEDES;GLB 200+ AMG;4350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2683;MERCEDES;MERCEDES-AMG GLE 53 COUPE;0;0;0;17679389;0;0;0;0;0;0;0;0;0;0;0
90;2684;MERCEDES;CLA 200+ AMG;4191000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2685;MERCEDES;MERCEDES-MAYBACH GLS 600 INSPIRATION+;31665000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2686;MERCEDES;GLS 450 D 4MATIC AMG;21315000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2687;MERCEDES;GLE 300 D 4MATIC COUPE AMG FL;13940000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2688;MERCEDES;GLB 220 1.5 190 8G-eDCT 4MATIC AMG;4990000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2689;MERCEDES;C 200 4MATIC 140TH YEAR EDT 1.5 204 9G-TRONIC;7136000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2690;MERCEDES;CLA 220 4MATIC SHOOTING BRAKE AMG;5017000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2691;MERCEDES;S 450 D 4MATIC L INSPIRATION FL;22850000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2692;MERCEDES;S 500 4MATIC L INSPIRATION FL;23350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;2693;MERCEDES;MAYBACH S 580 INSPIRATION FL;36250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3000;MERCEDES;eSPRINTER PANELVAN PRO 314 UZUN;3659520;3574120;3567119;0;0;0;0;0;0;0;0;0;0;0;0
90;3001;MERCEDES;eSPRINTER PANELVAN PRO 414 UZUN;3799420;3710833;3625037;0;0;0;0;0;0;0;0;0;0;0;0
90;3002;MERCEDES;eSPRINTER PANELVAN PRO 420 UZUN;3894390;3803532;3445204;0;0;0;0;0;0;0;0;0;0;0;0
90;3003;MERCEDES;eSPRINTER PANELVAN PRO 320 UZUN;3752740;3665261;3658083;0;0;0;0;0;0;0;0;0;0;0;0
90;3004;MERCEDES;eSPRINTER PANELVAN PRO 314 ORTA;3589250;3505513;3174823;0;0;0;0;0;0;0;0;0;0;0;0
90;3005;MERCEDES;eSPRINTER FRONTRUNNER 414 UZUN;0;0;3329036;0;0;0;0;0;0;0;0;0;0;0;0
90;3006;MERCEDES;SPRINTER PANELVAN PRO ORTA 190 4.1T 4X4;3379710;3300898;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3007;MERCEDES;SPRINTER PANELVAN PRO UZUN 4.1T 190 1+1 4X4;3523110;3440822;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3008;MERCEDES;SPRINTER PANELVAN PRO EU 4.1T 190 1+1 4X4;3703070;3616673;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3009;MERCEDES;SPRINTER PANELVAN SELECT EU 5.0T 170 1+1;0;2444413;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3010;MERCEDES;SPRINTER PANELVAN SELECT EU 5.0T 190 1+1 RHD;3458300;2539880;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3011;MERCEDES;SPRINTER PANELVAN SELECT EU 5.0T 170 1+1 RHD;3364700;2472077;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3012;MERCEDES;VITO PRO 114 CDI EKSTRA UZUN;3176700;3163717;2910283;0;0;0;0;0;0;0;0;0;0;0;0
90;3013;MERCEDES;KAMYON ACTROS 1846 LSNRA 4X2 CBU;0;4587654;3639487;0;0;0;0;0;0;0;0;0;0;0;0
90;3014;MERCEDES;KAMYON ACTROS 1835 L 4x2 CBU;5668772;4378305;3308625;0;0;0;0;0;0;0;0;0;0;0;0
90;3015;MERCEDES;KAMYON ACTROS 2635 L-ENA 6x2;6630000;5550406;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3016;MERCEDES;CEKICI ACTROS 1836 L 4x2 CBU;0;4657734;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3017;MERCEDES;KAMYON ATEGO 1518/42 UK CBU;0;4346662;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3018;MERCEDES;SPRINTER PANELVAN SELECT E.U 5.0T 170 1+1;3328500;2011945;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3019;MERCEDES;SPRINTER PANELVAN SELECT E.U 5.0T 170 1+1 RHD;0;2034077;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3020;MERCEDES;CEKICI AROCS 1851 LS UK 4X2;7339445;6128177;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3021;MERCEDES;V300D EXCLUSIVE FL;12168150;11764720;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3022;MERCEDES;V300D AVANTGARDE FL;10783700;10532030;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3023;MERCEDES;SPRINTER PANELVAN PRO EU 3.5T 170;2856050;2789367;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3024;MERCEDES;SPRINTER PANELVAN SELECT ORTA 5.0T 170 1+1;3182400;2627666;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3025;MERCEDES;KAMYON ATEGO 1218 4X2 CBU;0;4036281;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3026;MERCEDES;SPRINTER KAMYON U.SELECT TK 190 5.5T 1+1;3313572;2077055;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3027;MERCEDES;CEKICI ACTROS L 1848 LS 4X2;8441766;6980145;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3028;MERCEDES;CEKICI ACTROS L 1851 LS 4X2;9188188;7597330;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3029;MERCEDES;CEKICI ACTROS L 1853 LS PLUS 4X2;9777119;8084293;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3030;MERCEDES;KAMYON ACTROS 2635 LD 6x2 CBU;6381137;5328025;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3031;MERCEDES;KAMYON ACTROS 2635 LE 6x2 CBU;6448049;5383894;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3032;MERCEDES;VITO MIXTO 114 CDI EKSTRA UZUN;2367120;2201752;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3033;MERCEDES;SPRINTER PANELVAN SELECT UZUN 5.5T 190 1+1;3248600;2918931;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3034;MERCEDES;SPRINTER PANELVAN PRO UZUN 5.0T 170 1+1;2171600;2152765;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3035;MERCEDES;SPRINTER PANELVAN PRO UZUN 5.0T 190 1+1;2271400;2251700;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3036;MERCEDES;SPRINTER PANELVAN PRO UZUN 170 3.5T CT;2048000;2030237;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3037;MERCEDES;KAMYON AROCS 1935P 4x2 CBU;7258866;5844837;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3038;MERCEDES;CEKICI eACTROS 600;21047292;17106840;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3039;MERCEDES;KAMYON UNIMOG U530 4X4 3900;0;16692935;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3040;MERCEDES;KAMYON ACTROS 3248 L 8x2;8500972;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3041;MERCEDES;KAMYON ACTROS 3251 L 8x2 PLUS;9194707;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3042;MERCEDES;SPRINTER KAMYONET UZUN PRO TK 170 3.5T 2+1;2193360;2040112;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3043;MERCEDES;SPRINTER KAMYON UZUN PRO TK 170 5.0T 1+1;2236670;2184570;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3044;MERCEDES;SPRINTER KAMYON UZUN PRO TK 190 5.0T 1+1;2339510;2263439;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3045;MERCEDES;SPRINTER 517 PRO 9+1+1;4350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3046;MERCEDES;eSPRINTER OKUL 14+1;4888000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3047;MERCEDES;eSPRINTER SERVIS 12+1;4558380;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3048;MERCEDES;eSPRINTER SERVIS 10+1;4512600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3049;MERCEDES;SPRINTER KAMYON U.PRO CK 5.5T 190 4x4;2750850;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3050;MERCEDES;SPRINTER PANELVAN SELECT ORTA 3.5T 190 1+1;3127500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3051;MERCEDES;VITO SELECT 124 CDI EKSTRA UZUN;4045470;3800786;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3052;MERCEDES;VITO SELECT 124 CDI UZUN 4x4;4226390;3932528;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3053;MERCEDES;SPRINTER KAMYON UZUN PRO CK 5.5T 190 4x4;2888500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3054;MERCEDES;SPRINTER KAMYONET UZUN PRO TK 170 3.5T CT;2215080;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3055;MERCEDES;SPRINTER KAMYONET ORTA PRO TK 170 3.5T 2+1;2146070;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3056;MERCEDES;KAMYON ACTROS 2653 LE ROM 6x2;7945800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3057;MERCEDES;KAMYON AROCS 4163 CBU;10053120;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;3058;MERCEDES;GLC 400 4MATIC EDITION 1 AMG;6950000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;201;MITSUBISHI;L300 PANEL VAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368337
94;237;MITSUBISHI;L 200 CIFT KABIN KAMYONET 4x4 INTENSE;0;0;0;0;0;0;0;0;0;0;0;741625;689278;646359;619413
94;245;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x2 INVITE;0;0;0;0;0;0;0;0;0;0;0;643587;606389;547841;511298
94;248;MITSUBISHI;FUSO CANTER KAMYONET FE 711 EURO4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;737810
94;249;MITSUBISHI;FUSO CANTER KAMYONET FE 730 EURO4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;754900
94;250;MITSUBISHI;FUSO CANTER KAMYONET FE 839 EURO4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;835956
94;251;MITSUBISHI;FUSO CANTER KAMYON FE 859E EURO4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;931937
94;252;MITSUBISHI;FUSO CANTER KAMYON FE 859G EURO4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;984885
94;349;MITSUBISHI;COLT 1.3 INVITE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;393197
94;350;MITSUBISHI;COLT 1.3 INVITE AMT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409883
94;359;MITSUBISHI;COLT CZ3 1.3 INVITE AMT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;431310
94;365;MITSUBISHI;PAJERO 3.2 DID INSTYLE OV;0;0;0;0;0;0;0;0;0;0;0;0;1943367;1619793;1349919
94;366;MITSUBISHI;LANCER 1.5 INFORM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;460130
94;370;MITSUBISHI;OUTLANDER 2.0 DID INSTYLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;834102
94;371;MITSUBISHI;LANCER EVO X 2.0 GSR;0;0;0;0;0;0;0;0;0;0;0;0;0;2042646;1881377
94;372;MITSUBISHI;LANCER EVO X 2.0 TC-SST;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015044
94;373;MITSUBISHI;LANCER EVO X 2.0 MR TC-SST;0;0;0;0;0;0;0;0;0;0;0;0;0;2257581;2096179
94;374;MITSUBISHI;LANCER 1.8 INTENSE CVT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511884
94;429;MITSUBISHI;L200 4x4 CIFT KABIN K.NET INSTYLE OV 178;0;0;0;0;0;0;0;0;0;0;0;868386;845929;708253;681382
94;430;MITSUBISHI;L200 TEK KABIN K.NET INFORM;0;0;0;0;0;0;0;0;0;0;0;0;482801;446268;423161
94;431;MITSUBISHI;L200 CIFT KABIN K.NET INFORM;0;0;0;0;0;0;0;0;0;0;0;0;0;527073;502752
94;432;MITSUBISHI;L200 4x4 CIFT KABIN KAMYONET INVITE;0;0;0;0;0;0;0;0;0;0;0;749815;697554;654302;627314
94;433;MITSUBISHI;ASX 1.6 INVITE;0;0;0;0;0;0;0;0;0;933332;878029;767047;711963;649138;616550
94;434;MITSUBISHI;LANCER 1.6 INFORM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;468967
94;435;MITSUBISHI;LANCER 1.6 INVITE;0;0;0;0;0;0;0;0;0;778227;722508;667057;622035;568235;487063
94;436;MITSUBISHI;COLT 3 KAPI 1.3 SPORT AMT;0;0;0;0;0;0;0;0;0;0;0;0;0;479926;447060
94;437;MITSUBISHI;COLT 1.3 ELEGANCE;0;0;0;0;0;0;0;0;0;0;0;0;0;431324;399117
94;438;MITSUBISHI;COLT 1.3 ELEGANCE AMT;0;0;0;0;0;0;0;0;0;0;0;0;0;458180;425990
94;439;MITSUBISHI;OUTLANDER 2.0 CVT 4x2;0;0;0;0;0;0;0;0;0;0;0;0;0;923901;861015
94;440;MITSUBISHI;ASX 1.6 INTENSE;0;0;0;0;0;0;0;1081452;979257;953209;896300;785730;781434;667848;635526
94;441;MITSUBISHI;LANCER 1.5 INVITE SAM OV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511924
94;442;MITSUBISHI;LANCER 1.6 INVITE OV;0;0;0;0;0;0;0;0;0;793953;740980;682012;638256;584415;502704
94;443;MITSUBISHI;LANCER SPORTBACK 1.6 INVITE;0;0;0;0;0;0;0;0;0;0;0;0;0;565642;485193
94;444;MITSUBISHI;L200 CIFT KABIN K.NET INVITE OV;0;0;0;0;0;0;0;0;0;0;0;655981;606048;562793;535861
94;445;MITSUBISHI;L200 4x4 CIFT KABIN K.NET INTENSE OV;0;0;0;0;0;0;0;0;0;0;0;0;732654;689339;660629
94;446;MITSUBISHI;L200 4x4 CIFT KABIN INSTYLE;0;0;0;0;0;0;0;0;0;0;0;778227;726036;682294;654377
94;1001;MITSUBISHI;ASX 1.8 INTENSE DIESEL 4x4;0;0;0;0;0;0;0;0;0;0;0;0;0;759225;726744
94;1002;MITSUBISHI;L200 CIFT KABIN KAMYONET INTENSE;0;0;0;0;0;0;0;0;0;0;0;0;597444;567351;538075
94;1003;MITSUBISHI;L200 CIFT KABIN KAMYONET INTENSE OV;0;0;0;0;0;0;0;0;0;0;0;0;619434;576484;549455
94;1004;MITSUBISHI;CANTER TF A35 MT KAMYONET;0;0;0;0;0;0;0;0;0;809485;752289;702284;649368;617832;590280
94;1005;MITSUBISHI;CANTER TF A35L MT KAMYONET;0;0;0;0;0;0;0;0;0;857151;798283;741439;687031;655860;607363
94;1006;MITSUBISHI;CANTER TF B35 MT KAMYONET;0;0;0;0;0;0;0;0;1000457;946350;853171;779768;717974;666174;617832
94;1007;MITSUBISHI;CANTER TF A35L DUONIC KAMYONET;0;0;0;0;0;0;0;0;0;0;0;0;0;699836;641590
94;1008;MITSUBISHI;CANTER TF B35 DUONIC KAMYONET;0;0;0;0;0;0;0;0;0;0;0;0;0;814560;750928
94;1009;MITSUBISHI;CANTER TF B75 MT KAMYON;0;0;0;0;0;0;0;0;0;1294383;1117317;1027874;942686;883175;843576
94;1010;MITSUBISHI;CANTER TF B75L MT KAMYON;0;0;0;0;0;0;0;0;0;1362320;1232803;1149564;1007348;924324;864735
94;1011;MITSUBISHI;CANTER TF B75 DUONIC KAMYON;0;0;0;0;0;0;0;0;0;0;0;1078596;970670;909698;832206
94;1012;MITSUBISHI;CANTER TF B75L DUONIC KAMYON;0;0;0;0;0;0;0;0;0;0;0;1127319;1016311;952522;873393
94;1013;MITSUBISHI;OUTLANDER 2.0 INSTYLE 4x4 CVT;0;0;0;0;0;0;2555037;2310939;1989495;1713327;1437220;1216375;1102638;1022366;0
94;1014;MITSUBISHI;SPACESTAR 1.2 INVITE CVT;0;0;0;0;0;0;0;0;0;0;0;554124;506784;452851;0
94;1015;MITSUBISHI;CANTER TF B65L MT KAMYON;0;0;0;0;0;0;0;0;0;0;0;974100;907135;830437;0
94;1016;MITSUBISHI;CANTER TF B85 KAMYON;0;0;0;0;0;0;0;0;0;1317407;1163763;1067302;991845;0;0
94;1017;MITSUBISHI;CANTER TF B85 DUONIC KAMYON;0;0;0;0;0;0;0;0;0;1276742;1187288;1119236;1040179;0;0
94;1018;MITSUBISHI;CANTER TF B85L KAMYON;0;0;0;0;0;0;0;0;0;1359180;1241796;1151207;1044005;0;0
94;1019;MITSUBISHI;CANTER TF B85L DUONIC KAMYON;0;0;0;0;0;0;0;0;0;1427153;1311252;1210966;1085246;0;0
94;1020;MITSUBISHI;CANTER TF B65L DUONIC KAMYON;0;0;0;0;0;0;0;0;0;0;0;1030526;952287;0;0
94;1021;MITSUBISHI;ATTRAGE 1.2 INTENSE;0;0;0;0;0;0;0;0;0;0;0;493262;426216;0;0
94;1022;MITSUBISHI;ATTRAGE 1.2 INTENSE CVT;0;0;0;0;0;0;0;0;0;0;0;520866;453066;0;0
94;1023;MITSUBISHI;SPACESTAR 1.2 INVITE;0;0;0;0;0;0;0;0;0;0;0;520726;474307;0;0
94;1024;MITSUBISHI;SPACESTAR 1.2 INTENSE CVT;0;0;0;0;921688;875612;844963;811159;782771;755375;728941;688995;0;0;0
94;1025;MITSUBISHI;ATTRAGE 1.2 INTENSE PLUS;0;0;0;0;0;0;0;0;0;0;565167;509675;0;0;0
94;1026;MITSUBISHI;ATTRAGE 1.2 INTENSE PLUS CVT;0;0;0;0;0;0;0;0;0;0;594301;582698;0;0;0
94;1027;MITSUBISHI;PAJERO BK 3.2 DIDC GLS INSTYLE AT;0;0;0;0;0;0;0;0;0;2762584;2486497;2212031;0;0;0
94;1028;MITSUBISHI;ASX 1.6 INVITE DIZEL;0;0;0;0;0;0;0;0;0;0;0;763798;0;0;0
94;1029;MITSUBISHI;ASX 1.6 INSTYLE DIZEL;0;0;0;0;0;0;0;0;0;962614;907252;798626;0;0;0
94;1031;MITSUBISHI;ASX 1.6 INTENSE DIZEL;0;0;0;0;0;0;0;0;0;995809;940507;830183;0;0;0
94;1032;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x2 STORM;0;0;0;0;0;0;0;0;0;853089;778927;709903;0;0;0
94;1033;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x2 AT STORM;0;0;0;0;0;0;0;0;0;918232;835605;765494;0;0;0
94;1034;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x4 STORM;0;0;0;0;0;0;0;0;0;873833;805485;744140;0;0;0
94;1035;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x4 TORNADO;0;0;0;0;0;0;0;0;0;956479;916886;831384;0;0;0
94;1036;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x4 AT BLIZZARD;0;0;0;0;0;0;0;0;0;1144866;1128788;1020065;0;0;0
94;1038;MITSUBISHI;CANTER TF B75 L CIFT KABIN KAMYON;0;0;0;0;0;0;0;0;0;0;798757;776886;0;0;0
94;1039;MITSUBISHI;FUSO CANTER 3.5B MT KAMYONET;0;0;2223017;2011960;1560105;1541856;1510498;1308605;1202060;1135709;1044251;0;0;0;0
94;1040;MITSUBISHI;FUSO CANTER 8B MT KAMYON;0;0;0;0;0;0;1592374;1501039;1420898;1323246;1247309;0;0;0;0
94;1041;MITSUBISHI;FUSO CANTER 8BL MT KAMYON;0;0;0;0;0;0;1616406;1524358;1463211;1344892;1277470;0;0;0;0
94;1042;MITSUBISHI;FUSO CANTER 8BL DUONIC KAMYON;0;0;0;0;0;0;0;1590152;1523968;1400540;1286268;0;0;0;0
94;1043;MITSUBISHI;FUSO CANTER 9B MT KAMYON;0;0;0;0;0;0;1711734;1585643;1501682;1399061;1310630;0;0;0;0
94;1044;MITSUBISHI;FUSO CANTER 9B DUONIC KAMYON;0;0;0;0;0;0;0;1615546;1560480;1455357;1368531;0;0;0;0
94;1045;MITSUBISHI;FUSO CANTER 9BL MT KAMYON;0;0;0;0;0;0;1732379;1604198;1519242;1443714;1342171;0;0;0;0
94;1046;MITSUBISHI;FUSO CANTER 9BL DUONIC KAMYON;0;0;0;0;0;0;0;1634108;1579335;1453725;1344882;0;0;0;0
94;1047;MITSUBISHI;FUSO CANTER 9BXL MT KAMYON;0;0;0;0;0;0;1751377;1686269;1552792;1451370;1368325;0;0;0;0
94;1048;MITSUBISHI;L200 CIFT KABIN KAMYONET 4x4 AT TORNADO;0;0;0;0;0;0;0;0;0;990292;0;0;0;0;0
