Temmuz 2026;;;;;;;;;;;;;;;;;;
Marka Kodu;Tip Kodu;Marka Adı;Tip Adı;2026;2025;2024;2023;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012
114;2268;PEUGEOT;RIFTER ACTIVE PRO 1.5 BLUEHDI 100;0;0;0;0;0;896612;860666;0;0;0;0;0;0;0;0
114;2269;PEUGEOT;RIFTER ACTIVE COMFORT 1.5 BLUEHDI 100;0;0;0;0;0;892868;822374;0;0;0;0;0;0;0;0
114;2270;PEUGEOT;2008 ACTIVE 1.2 PURETECH 100;0;0;0;0;1354748;1238744;1166731;0;0;0;0;0;0;0;0
114;2271;PEUGEOT;2008 GT 1.5 BLUEHDI 130 EAT8;0;0;0;2286976;1892788;1849460;1830966;0;0;0;0;0;0;0;0
114;2272;PEUGEOT;RIFTER ALLURE 1.5 BLUEHDI 100;0;0;0;0;0;955128;946128;0;0;0;0;0;0;0;0
114;2273;PEUGEOT;2008 GT 1.2 PURETECH 130 EAT8;0;0;0;1659644;1634502;1619077;1609225;0;0;0;0;0;0;0;0
114;2274;PEUGEOT;208 GT LINE 1.2 PURETECH 130 EAT8;0;0;0;0;0;1312397;1278357;0;0;0;0;0;0;0;0
114;2275;PEUGEOT;208 GT 1.2 PURETECH 130 EAT8;0;0;0;1574993;1329612;1316318;1303152;0;0;0;0;0;0;0;0
114;2276;PEUGEOT;208 ACTIVE 1.2 PURETECH 75 MT5;0;0;0;0;941362;875332;792121;0;0;0;0;0;0;0;0
114;2277;PEUGEOT;208 ACTIVE 1.2 PURETECH 100 EAT8 COMFORT PACK;0;0;0;0;0;1058997;837467;0;0;0;0;0;0;0;0
114;2278;PEUGEOT;208 ALLURE 1.2 PURETECH 130 EAT8;0;0;0;0;1287724;1201198;1046410;0;0;0;0;0;0;0;0
114;2279;PEUGEOT;208 ACTIVE 1.5 BLUEHDI 130 EAT8;0;0;0;0;1234499;1158554;1128232;0;0;0;0;0;0;0;0
114;2280;PEUGEOT;208 ACTIVE 1.2 PURETECH 75 MT5 COMFORT PACK;0;0;0;0;0;974967;718086;0;0;0;0;0;0;0;0
114;2281;PEUGEOT;208 ACTIVE 1.2 PURETECH 100 EAT8;0;0;0;0;0;1027245;0;0;0;0;0;0;0;0;0
114;2282;PEUGEOT;208 PRIME 1.2 PURETECH 100 EAT8;0;0;0;0;1168215;1063715;0;0;0;0;0;0;0;0;0
114;2283;PEUGEOT;BOXER OTOBUS 20+1 PERSONEL;1950000;1700854;1644313;1586783;1370957;1295408;983204;0;0;0;0;0;0;0;0
114;2284;PEUGEOT;2008 ACTIVE 1.5 BLUEHDI 110 MT6;0;0;0;0;1515170;1439408;0;0;0;0;0;0;0;0;0
114;2285;PEUGEOT;RIFTER GT 1.5 BLUEHDI 130 EAT8;0;0;1585777;1567016;1270717;1219102;1181440;0;0;0;0;0;0;0;0
114;2286;PEUGEOT;208 ALLURE SELECTION 1.2 PURETECH 130 EAT8;0;0;0;1507169;1204160;1152418;0;0;0;0;0;0;0;0;0
114;2287;PEUGEOT;208 ALLURE 1.5 BLUHDI 130 EAT8;0;0;0;0;0;998911;908106;0;0;0;0;0;0;0;0
114;2288;PEUGEOT;208 ACTIVE 1.5 BLUEHDI 100 MT;0;0;0;0;0;981155;0;0;0;0;0;0;0;0;0
114;2289;PEUGEOT;BOXER VAN L2H2 BLUEHDI 165 11M3;0;0;0;0;0;945620;0;0;0;0;0;0;0;0;0
114;2290;PEUGEOT;308 GT 1.5 BLUEHDI 130 S&S EAT8;0;0;0;0;0;1066424;0;0;0;0;0;0;0;0;0
114;2291;PEUGEOT;508 GT SELECTION 1.6 PURETECH 180 EAT8;0;0;0;0;0;1995281;0;0;0;0;0;0;0;0;0
114;2292;PEUGEOT;2008 ALLURE BUSINESS DYNAMIC 1.2 PURETECH 130;0;0;0;0;0;1235050;0;0;0;0;0;0;0;0;0
114;2293;PEUGEOT;2008 ALLUREROADTRIPDYNAMIC 1.2 PURETECH 130;0;0;0;0;0;1108612;0;0;0;0;0;0;0;0;0
114;2294;PEUGEOT;2008 ALLUREBUSINESSDYNAMIC 1.2 PTECH 130 EAT8;0;0;0;0;0;1316400;0;0;0;0;0;0;0;0;0
114;2295;PEUGEOT;2008 ALLUREROADTRIPDYNAMIC 1.2 PTECH 130 EAT8;0;0;0;0;0;1347077;0;0;0;0;0;0;0;0;0
114;2296;PEUGEOT;2008 GT DYNAMIC 1.2 PURETECH 130 EAT8;0;0;0;0;1795878;1706082;0;0;0;0;0;0;0;0;0
114;2297;PEUGEOT;2008 GT DYNAMIC PLUS 1.2 PURETECH 130 EAT8;0;0;0;0;0;2009204;0;0;0;0;0;0;0;0;0
114;2298;PEUGEOT;2008 ALLURE DYNAMIC 1.5 BLUEHDI 110;0;0;0;0;0;1147984;0;0;0;0;0;0;0;0;0
114;2299;PEUGEOT;2008 ALLURE BUSINESS DYNAMIC 1.5 BLUEHDI 110;0;0;0;0;0;1400425;0;0;0;0;0;0;0;0;0
114;2300;PEUGEOT;2008 ALLURE ROAD TRIP DYNAMIC 1.5 BLUEHDI 110;0;0;0;0;0;1347077;0;0;0;0;0;0;0;0;0
114;2301;PEUGEOT;2008 ALLUREBUSINESSDYNAMIC 1.5BLUEHDI130 EAT8;0;0;0;0;0;1533804;0;0;0;0;0;0;0;0;0
114;2302;PEUGEOT;2008 ALLUREROADTRIPDYNAMIC 1.5BLUEHDI130 EAT8;0;0;0;0;0;1533804;0;0;0;0;0;0;0;0;0
114;2303;PEUGEOT;2008 GT DYNAMIC 1.5 BLUEHDI 130 EAT8;0;0;0;0;1868489;1775061;0;0;0;0;0;0;0;0;0
114;2304;PEUGEOT;2008 GT DYNAMIC PLUS 1.5 BLUEHDI 130 EAT8;0;0;0;0;0;1849460;0;0;0;0;0;0;0;0;0
114;2305;PEUGEOT;3008 GT SELECTIONDYNAMIC 1.6PURETECH 180 EAT8;0;0;0;0;0;1969937;0;0;0;0;0;0;0;0;0
114;2306;PEUGEOT;3008 GT DYNAMIC 1.6 PURETECH 180 EAT8;0;0;0;0;0;2120651;0;0;0;0;0;0;0;0;0
114;2307;PEUGEOT;3008 GT SELECTIONDYNAMIC 1.5 BLUEHDI 130 EAT8;0;0;0;0;0;2037961;0;0;0;0;0;0;0;0;0
114;2308;PEUGEOT;3008 GT DYNAMIC 1.5 BLUEHDI 130 EAT8;0;0;0;0;0;2199070;0;0;0;0;0;0;0;0;0
114;2309;PEUGEOT;EXPERT VAN DYNAMIC L3 2.0 BLUEHDI 120;0;0;0;0;0;689917;0;0;0;0;0;0;0;0;0
114;2310;PEUGEOT;2008 ACTIVE DYNAMIC 1.2 PURETECH 100;0;0;0;0;0;1241054;0;0;0;0;0;0;0;0;0
114;2311;PEUGEOT;2008 ACTIVE DYNAMIC 1.5 BLUEHDI 110;0;0;0;0;0;1297734;0;0;0;0;0;0;0;0;0
114;2312;PEUGEOT;2008 ALLURE DYNAMIC 1.2 PURETECH 130;0;0;0;0;0;1438877;1395580;0;0;0;0;0;0;0;0
114;2313;PEUGEOT;208 ACTIVE DYNAMIC 1.2 PURETECH 100 EAT8;0;0;0;0;0;1054243;0;0;0;0;0;0;0;0;0
114;2314;PEUGEOT;208 ALLURE DYNAMIC 1.2 PURETECH 100 EAT8;0;0;0;0;1201707;1189689;0;0;0;0;0;0;0;0;0
114;2315;PEUGEOT;208 ALLURE DYNAMIC 1.2 PURETECH 130 EAT8;0;0;0;0;0;1196036;0;0;0;0;0;0;0;0;0
114;2316;PEUGEOT;308 ACTIVE STYLE DYNAMIC 1.2PURETECH 130 EAT8;0;0;0;0;0;963810;0;0;0;0;0;0;0;0;0
114;2317;PEUGEOT;308 ACTIVE STYLE DYNAMIC 1.5 BLUEHDI 130 EAT8;0;0;0;0;0;1027245;0;0;0;0;0;0;0;0;0
114;2318;PEUGEOT;308 GT DYNAMIC 1.2 PURETECH 130 EAT8;0;0;0;0;0;1027245;0;0;0;0;0;0;0;0;0
114;2319;PEUGEOT;PARTNER VAN DYNAMIC 1.5 BLUEHDI;0;0;0;0;0;599437;0;0;0;0;0;0;0;0;0
114;2320;PEUGEOT;EXPERT VAN DYNAMIC L2 2.0 BLUEHDI 120;0;0;0;0;0;721025;0;0;0;0;0;0;0;0;0
114;2321;PEUGEOT;EXPERT VAN DYNAMIC L2 1.5 BLUEHDI 120;0;0;0;0;0;695575;0;0;0;0;0;0;0;0;0
114;2322;PEUGEOT;206+ 1.1i (60);0;0;0;0;0;0;0;0;0;0;0;0;0;303679;0
114;2323;PEUGEOT;EXPERT VAN UZUN L3 2.0 BLUEHDI 140;0;0;0;0;962708;914575;0;0;0;0;0;0;0;0;0
114;2324;PEUGEOT;2008 ALLURE DYNAMIC 1.2 PURETECH 100 MT;0;0;0;0;0;1357360;0;0;0;0;0;0;0;0;0
114;2325;PEUGEOT;5008 ALLURE 1.6 PURETECH 180 EAT8 (PS1);0;0;0;0;2169673;2061188;0;0;0;0;0;0;0;0;0
114;2326;PEUGEOT;RIFTER ALLURE 1.5 BLUEHDI 130 6MT E6.3;0;0;1284931;1252993;1016556;1006394;0;0;0;0;0;0;0;0;0
114;2327;PEUGEOT;BOXER VAN L2H2 BLUEHDI 165 11.5 M3 E6.3;0;0;1294705;1281757;1031695;1021371;0;0;0;0;0;0;0;0;0
114;2328;PEUGEOT;BOXER VAN L3H2 2.2 BLUEHDI 140 13M3 E6.3;0;0;0;926023;869954;861252;0;0;0;0;0;0;0;0;0
114;2329;PEUGEOT;BOXER VAN L4H2 2.2 HDI 165 15M3 E6.3;0;0;1427494;1413220;1134021;1093626;0;0;0;0;0;0;0;0;0
114;2330;PEUGEOT;BOXER VAN L4H3 2.2 BLUEHDI 165 17M3 E6.3;0;0;1444936;1431528;1162475;1127193;0;0;0;0;0;0;0;0;0
114;2331;PEUGEOT;RIFTER ACTIVE PRO 1.5 BLUEHDI 100 E6.3;0;0;0;0;1012779;928856;0;0;0;0;0;0;0;0;0
114;2332;PEUGEOT;RIFTER ALLURE 1.5 BLUEHDI 100 6MT E6.3;0;0;1257567;1232136;986893;977034;0;0;0;0;0;0;0;0;0
114;2333;PEUGEOT;e-2008 GT;0;0;0;0;0;2000878;1983974;0;0;0;0;0;0;0;0
114;2334;PEUGEOT;208 ACTIVE DYNAMIC 1.2 PURETECH 75;0;0;0;0;0;875096;0;0;0;0;0;0;0;0;0
114;2335;PEUGEOT;208 PRIME 1.2 PURETECH 75 MT5;0;0;0;0;968048;853791;0;0;0;0;0;0;0;0;0
114;2336;PEUGEOT;208 PRIME SELECTION 1.2 PURETECH 100 EAT8;0;0;0;795844;747662;0;0;0;0;0;0;0;0;0;0
114;2337;PEUGEOT;208 PRIME 1.5 BLUEHDI 130 EAT8;0;0;0;0;0;1246051;0;0;0;0;0;0;0;0;0
114;2339;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 165 E6.3 15M3 4TON;0;0;1390361;1376452;1107961;0;0;0;0;0;0;0;0;0;0
114;2340;PEUGEOT;2008 ACTIVE DYNAMIC 1.2 PURETECH 130 6MT;0;0;0;0;1381720;1322561;0;0;0;0;0;0;0;0;0
114;2341;PEUGEOT;EXPERT VAN UZUN L3 2.0 BLUEHDI 145;0;0;1261874;1249253;954708;0;0;0;0;0;0;0;0;0;0
114;2342;PEUGEOT;EXPERT COMBI VAN 4+1 2.0 BLUEHDI 145 E6.3;0;0;1379965;1366164;1181561;0;0;0;0;0;0;0;0;0;0
114;2343;PEUGEOT;EXPERT CITY VAN 5+1 2.0 BLUEHDI 145 E6.3;0;0;1535168;1517659;1201175;0;0;0;0;0;0;0;0;0;0
114;2344;PEUGEOT;PARTNER VAN UZUN COMFORT 1.5 BLUEHDI 100 6.3;0;0;0;0;779431;0;0;0;0;0;0;0;0;0;0
114;2345;PEUGEOT;e-2008 GT 100KW;0;0;0;1875481;1724281;0;0;0;0;0;0;0;0;0;0
114;2346;PEUGEOT;208 ACTIVE PRIME 1.2 75;0;0;0;921393;865609;0;0;0;0;0;0;0;0;0;0
114;2347;PEUGEOT;508 ACTIVE PRIME 1.5 BLUEHDI 130 EAT8;0;0;0;1677831;1576253;0;0;0;0;0;0;0;0;0;0
114;2348;PEUGEOT;308 GT 1.2 PURETECH 130 EAT8;0;0;2145859;1962891;1743942;0;0;0;0;0;0;0;0;0;0
114;2349;PEUGEOT;BOXERMINIBUSOKUL 16+1 L4H2 2.2BLUEHDI 165 6.3;0;0;2024399;1503781;1407241;0;0;0;0;0;0;0;0;0;0
114;2350;PEUGEOT;308 ACTIVE PRIME 1.2 PURETECH 130 EAT8;0;0;1819143;1790342;1487107;0;0;0;0;0;0;0;0;0;0
114;2351;PEUGEOT;308 ALLURE 1.2 PURETECH 130 EAT8;0;0;1979971;1910650;1574502;0;0;0;0;0;0;0;0;0;0
114;2352;PEUGEOT;208 ACTIVE PRIME 1.2 PURETECH 100 EAT8;0;0;0;1404145;1099478;0;0;0;0;0;0;0;0;0;0
114;2353;PEUGEOT;2008 ACTIVE PRIME 1.2 PURETECH 100;0;0;0;0;1367942;0;0;0;0;0;0;0;0;0;0
114;2354;PEUGEOT;2008 ACTIVE PRIME 1.2 PURETECH 130 EAT8;0;0;0;1671891;1442582;0;0;0;0;0;0;0;0;0;0
114;2355;PEUGEOT;2008 ACTIVE PRIME 1.5 BLUEHDI 130 EAT8;0;0;0;1863146;1592037;0;0;0;0;0;0;0;0;0;0
114;2356;PEUGEOT;208 GT DYNAMIC 1.2 PURETECH 130 EAT8;0;0;0;0;1401301;0;0;0;0;0;0;0;0;0;0
114;2357;PEUGEOT;2008 ALLURE DYNAMIC PLUS 1.2 PURETECH 130EAT8;0;0;0;0;1808740;0;0;0;0;0;0;0;0;0;0
114;2358;PEUGEOT;3008 ALLURE DYNAMIC PLUS 1.5 B.HDI 130 EAT8;0;0;0;0;2102315;0;0;0;0;0;0;0;0;0;0
114;2359;PEUGEOT;5008 GT DYNAMIC 1.6 PURETECH 180 EAT8;0;0;0;0;2282672;0;0;0;0;0;0;0;0;0;0
114;2360;PEUGEOT;5008 GT DYNAMIC 1.5 BLUEHDI 130 EAT8;0;0;0;0;2168544;0;0;0;0;0;0;0;0;0;0
114;2361;PEUGEOT;408 ALLURE 1.2 PURETECH 130 EAT8;0;2183465;2177456;2155682;0;0;0;0;0;0;0;0;0;0;0
114;2362;PEUGEOT;408 GT 1.2 PURETECH 130 EAT8;0;2680391;2669872;2461812;2015913;0;0;0;0;0;0;0;0;0;0
114;2363;PEUGEOT;TRAVELLER L3 8+1 2.0 BLUEHDI 145;0;0;1715111;1697962;0;0;0;0;0;0;0;0;0;0;0
114;2364;PEUGEOT;BOXER VAN L3H2 2.2 BLUEHDI 165 13M3;0;0;1390919;1377009;0;0;0;0;0;0;0;0;0;0;0
114;2365;PEUGEOT;508 ALLURE FL 1.5 BLUEHDI 130 EAT8;0;0;2485509;2378283;0;0;0;0;0;0;0;0;0;0;0
114;2366;PEUGEOT;508 GT FL 1.5 BLUEHDI 130 EAT8;0;0;2759927;2667619;0;0;0;0;0;0;0;0;0;0;0
114;2367;PEUGEOT;2008 ALLURE 1.2 PURETECH 130 EAT8 FL;0;2189488;1819829;1728838;0;0;0;0;0;0;0;0;0;0;0
114;2368;PEUGEOT;2008 GT 1.2 PURETECH 130 EAT8 FL;0;2358644;1899952;1804954;0;0;0;0;0;0;0;0;0;0;0
114;2369;PEUGEOT;2008 ALLURE 1.5 BLUEHDI 130 EAT8 FL;0;0;1983909;1964070;0;0;0;0;0;0;0;0;0;0;0
114;2370;PEUGEOT;2008 GT 1.5 BLUEHDI 130 EAT8 FL;0;0;2170602;2148894;0;0;0;0;0;0;0;0;0;0;0
114;2371;PEUGEOT;e-2008 GT 115KW FL;2308500;2222616;2115242;2088959;0;0;0;0;0;0;0;0;0;0;0
114;2372;PEUGEOT;308 ACTIVE PRIME 1.2 PURETECH 130;0;0;0;0;1315440;0;0;0;0;0;0;0;0;0;0
114;2373;PEUGEOT;2008 ACTIVE PRIME 1.2 PURETECH 130 EAT8 FL;0;0;1667185;1583823;0;0;0;0;0;0;0;0;0;0;0
114;2374;PEUGEOT;2008 ACTIVE PRIME 1.5 BLUEHDI 130 EAT8 FL;0;0;1856812;1838241;0;0;0;0;0;0;0;0;0;0;0
114;2375;PEUGEOT;3008 GT 1.2 HYBRID 136 eDCS6;0;0;2762739;2735112;0;0;0;0;0;0;0;0;0;0;0
114;2376;PEUGEOT;5008 GT 1.2 HYBRID 136 eDCS6;0;0;3039970;3009569;0;0;0;0;0;0;0;0;0;0;0
114;2377;PEUGEOT;E-308 GT 115KW;2381000;2357477;2104683;2093964;0;0;0;0;0;0;0;0;0;0;0
114;2378;PEUGEOT;e-2008 ALLURE 100KW FL;0;2021838;2018711;0;0;0;0;0;0;0;0;0;0;0;0
114;2379;PEUGEOT;208 ACTIVE PRIME 1.2 PURETECH 100 EAT8 6.4 FL;0;0;1489618;0;0;0;0;0;0;0;0;0;0;0;0
114;2380;PEUGEOT;208 ALLURE 1.2 PURETECH 130 EAT8 6.4 FL;0;0;1595899;0;0;0;0;0;0;0;0;0;0;0;0
114;2381;PEUGEOT;208 GT 1.2 PURETECH 130 EAT8 6.4 FL;0;0;1732546;0;0;0;0;0;0;0;0;0;0;0;0
114;2382;PEUGEOT;E-208 GT 100KW;1999500;1967628;1788181;0;0;0;0;0;0;0;0;0;0;0;0
114;2383;PEUGEOT;208 GT 1.2 136 HYBRID FL;0;0;0;1549800;0;0;0;0;0;0;0;0;0;0;0
114;2384;PEUGEOT;RIFTER ALLURE 1.5 BLUEHDI 130 FL;1600000;1541978;1524356;0;0;0;0;0;0;0;0;0;0;0;0
114;2385;PEUGEOT;RIFTER ALLURE 1.5 BLUEHDI 130 EAT8 FL;1877000;1838628;1776587;0;0;0;0;0;0;0;0;0;0;0;0
114;2386;PEUGEOT;RIFTER GT 1.5 BLUEHDI 130 EAT8 FL;2077000;2033885;1953894;0;0;0;0;0;0;0;0;0;0;0;0
114;2387;PEUGEOT;PARTNER VAN UZUN COMFORT 1.5 BLUEHDI 100 FL;0;1278457;1206008;0;0;0;0;0;0;0;0;0;0;0;0
114;2388;PEUGEOT;PARTNER VAN UZUN COMFORT 1.5 B.HDI 130 AT FL;1480000;1412476;1339394;0;0;0;0;0;0;0;0;0;0;0;0
114;2389;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 165 S&S 15M3 FL;0;0;1512678;0;0;0;0;0;0;0;0;0;0;0;0
114;2390;PEUGEOT;BOXER VAN L4H2 2.2 B.HDI 165 S&S 15M3 AT FL;0;0;1613895;0;0;0;0;0;0;0;0;0;0;0;0
114;2391;PEUGEOT;BOXER VAN L4H3 2.2 BLUEHDI 165 S&S 17M3 FL;0;0;1532919;0;0;0;0;0;0;0;0;0;0;0;0
114;2392;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 165 15M3 4TON FL;0;0;1428325;0;0;0;0;0;0;0;0;0;0;0;0
114;2393;PEUGEOT;EXPERT VAN STANDART L2 1.5 BLUEHDI 120 FL;1494500;1464678;1406164;0;0;0;0;0;0;0;0;0;0;0;0
114;2394;PEUGEOT;EXPERT VAN UZUN L3 2.0 BLUEHDI 145 FL;0;1623294;1545137;0;0;0;0;0;0;0;0;0;0;0;0
114;2395;PEUGEOT;TRAVELLER ALLURE L3 8+1 2.0 B.HDI 180 EAT8FL;0;2369687;2176163;0;0;0;0;0;0;0;0;0;0;0;0
114;2396;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 180 15M3 FL;1845000;1791445;1690273;0;0;0;0;0;0;0;0;0;0;0;0
114;2397;PEUGEOT;BOXER VAN L4H3 2.2 BLUEHDI 180 17M3 FL;1910000;1825578;1760716;0;0;0;0;0;0;0;0;0;0;0;0
114;2398;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 140 15M3 4.2T FL;1851500;1797970;1695957;0;0;0;0;0;0;0;0;0;0;0;0
114;2399;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 180 15M3 EAT8 FL;1935000;1881795;1782245;0;0;0;0;0;0;0;0;0;0;0;0
114;2400;PEUGEOT;3008 ALLURE 1.2 HYBRID 136 eDCS6(YENI);0;2201033;2181998;0;0;0;0;0;0;0;0;0;0;0;0
114;2401;PEUGEOT;3008 GT 1.2 HYBRID 136 eDCS6 (YENI);0;2567955;2545748;0;0;0;0;0;0;0;0;0;0;0;0
114;2402;PEUGEOT;E-3008 ALLURE 157KW (YENI);3318000;3211451;2123022;0;0;0;0;0;0;0;0;0;0;0;0
114;2403;PEUGEOT;E-3008 GT 157 KW (YENI);3514500;3479779;3077272;0;0;0;0;0;0;0;0;0;0;0;0
114;2404;PEUGEOT;2008 ALLURE 1.2 HYBRID 145 eDCS6;2353000;2291885;1904289;0;0;0;0;0;0;0;0;0;0;0;0
114;2405;PEUGEOT;E-208 ALLURE 115KW;0;0;1349600;0;0;0;0;0;0;0;0;0;0;0;0
114;2406;PEUGEOT;BOXER OTOBUS 19+1 OKUL;1790000;1650800;1634012;0;0;0;0;0;0;0;0;0;0;0;0
114;2407;PEUGEOT;5008 ALLURE 1.2 HYBRID 136 eDCS6;0;2644753;2621881;0;0;0;0;0;0;0;0;0;0;0;0
114;2408;PEUGEOT;5008 GT 1.2 HYBRID 136 eDCS6 (YENI);0;2819430;2795047;0;0;0;0;0;0;0;0;0;0;0;0
114;2409;PEUGEOT;E-5008 GT 157KW 210;3644000;3608000;3310371;0;0;0;0;0;0;0;0;0;0;0;0
114;2410;PEUGEOT;2008 GT 1.2 HYBRID 145 eDCS6;2580000;2379224;1985699;0;0;0;0;0;0;0;0;0;0;0;0
114;2411;PEUGEOT;EXPERT VAN UZUN L3 2.0 BLUEHDI 180 EAT8 FL;0;1705110;1613319;0;0;0;0;0;0;0;0;0;0;0;0
114;2412;PEUGEOT;E-5008 ALLURE 157KW;0;0;1802839;0;0;0;0;0;0;0;0;0;0;0;0
114;2413;PEUGEOT;208 ALLURE 1.2 HYBRID 136 eDCS6;0;0;1478933;0;0;0;0;0;0;0;0;0;0;0;0
114;2414;PEUGEOT;BOXER VAN L4H2 2.2 BLUEHDI 180 18M3 FL;0;1523406;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2415;PEUGEOT;EXPERT VAN STANDART L2 2.0 BLUEHDI 180 EAT8;0;1567075;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2416;PEUGEOT;3008 ALLURE 1.2 HYBRID 145 eDCS6 (YENI);2851000;2735605;2711948;0;0;0;0;0;0;0;0;0;0;0;0
114;2417;PEUGEOT;3008 GT 1.2 HYBRID 145 eDCS6 (YENI);3259000;2961480;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2418;PEUGEOT;5008 ALLURE 1.2 HYBRID 145 eDCS6 (YENI);3290000;3231027;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2419;PEUGEOT;5008 GT 1.2 HYBRID 145 eDCS6 (YENI);3545500;3435821;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2420;PEUGEOT;308 ALLURE 1.2 HYBRID 136 eDCS6;0;0;1564407;0;0;0;0;0;0;0;0;0;0;0;0
114;2421;PEUGEOT;BOXER MINIBUS OKUL 16+1 2.2 140;2498000;2423396;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2422;PEUGEOT;BOXER MINIBUS PERSONEL 16+1 2.2 140;2428000;2353123;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2423;PEUGEOT;E-208 GT 115KW;0;1644877;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2424;PEUGEOT;E-5008 ALLURE 157KW (YENI);3502000;3467403;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2425;PEUGEOT;e-2008 ALLURE 115KW FL;2201500;2082071;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2426;PEUGEOT;PARTNER VAN UZUN COMFORT 1.5 B.HDI 130 FL;1383000;1338690;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2427;PEUGEOT;3008 ALLURE 1.6 P.HYBRID 195 eDCS7(YENI);0;3262649;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2428;PEUGEOT;BOXER OTOBUS 20+1 OKUL;1990000;1706616;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2429;PEUGEOT;5008 ALLURE 1.6 P.HYBRID 195 eDCS7 (YENI)7K;0;3358018;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2430;PEUGEOT;408 ALLURE 1.2 HYBRID 145 eDCS6;2374500;2345091;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2431;PEUGEOT;408 GT 1.2 HYBRID 145 eDCS6;2820500;2720547;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2432;PEUGEOT;EXPERT VAN UZUN L3 2.2 BLUEHDI 150 EAT8;1718000;1637347;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2433;PEUGEOT;EXPERT VAN UZUN L3 2.2 BLUEHDI 180 EAT8;1798000;1765344;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2434;PEUGEOT;EXPERT VAN STANDART L2 2.2 BLUEHDI 180 EAT8;1654500;1627309;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2435;PEUGEOT;TRAVELLER ALLURE L3 8+1 2.2 B.HDI 180 EAT8;2490000;2439959;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2436;PEUGEOT;BOXER VAN L4H3 2.2 BLUEHDI 180 EAT8 17M3 FL;2000000;1890830;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2437;PEUGEOT;E-PARTNER VAN 100KW;0;2057978;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2438;PEUGEOT;RIFTER ALLURE 1.2 PURETECH 110 6MT;0;1495799;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2439;PEUGEOT;EXPERT VAN UZUN L3 2.2 BLUEHDI 150;1718000;1683527;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2440;PEUGEOT;5008 ALLURE 1.6 P.HYBRID 195 eDCS7 (YENI)5K;0;3277707;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2441;PEUGEOT;5008 GT 1.6 P.HYBRID 195 eDCS7 (YENI)5K;0;3358018;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2442;PEUGEOT;5008 GT 1.6 P.HYBRID 195 eDCS7 (YENI)7K;0;3358018;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2443;PEUGEOT;3008 ALLURE BUSINESS 1.2 HYBRID 145 eDCS7;2851000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2444;PEUGEOT;5008 ALLURE BUSINESS 1.2 HYBRID 145 eDCS7;3290000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2445;PEUGEOT;408 ALLURE 1.2 HYBRID 145 eDCS6 FL;2580000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2446;PEUGEOT;408 GT 1.2 HYBRID 145 Edcs6 FL;2910000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2447;PEUGEOT;408 GT 1.6 PURETECH 225 PLUG IN HYBRID eDCS7;0;3127338;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2448;PEUGEOT;408 ALLURE 1.6 PURETECH 225 P.HYBRID eDCS7;0;3001265;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2449;PEUGEOT;BOXER OTOBUS 21+1 OKUL;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;2450;PEUGEOT;208 GT 1.2 145 HYBRID eDCS6;2150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
118;19;PORSCHE;911 CARRERA 2 COUPE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8845077
